RUN	gatling_example.GoogleTest	googletest	1561402714369	 	3.1.2
REQUEST	9		Getting Google Homepage	1561402722118	1561402722296	OK	 
REQUEST	6		request_30	1561402722153	1561402722320	OK	 
REQUEST	9		request_1	1561402722298	1561402722322	OK	 
REQUEST	10		Getting Google Homepage	1561402722169	1561402722336	OK	 
USER	Search 'Gatling demo'	12	START	1561402722340	1561402722340
REQUEST	10		request_1	1561402722339	1561402722384	OK	 
REQUEST	7		request_30	1561402722200	1561402722387	OK	 
REQUEST	9		Searching for 'gatling demo'	1561402722323	1561402722401	OK	 
USER	Search 'Gatling demo'	13	START	1561402722444	1561402722444
REQUEST	11		Getting Google Homepage	1561402722264	1561402722485	OK	 
REQUEST	10		Searching for 'gatling demo'	1561402722386	1561402722489	OK	 
REQUEST	11		request_1	1561402722488	1561402722517	OK	 
REQUEST	12		Getting Google Homepage	1561402722342	1561402722535	OK	 
USER	Search 'Gatling demo'	14	START	1561402722548	1561402722548
REQUEST	12		request_1	1561402722538	1561402722563	OK	 
REQUEST	11		Searching for 'gatling demo'	1561402722518	1561402722579	OK	 
REQUEST	9		request_30	1561402722406	1561402722583	OK	 
REQUEST	13		Getting Google Homepage	1561402722445	1561402722628	OK	 
REQUEST	12		Searching for 'gatling demo'	1561402722565	1561402722636	OK	 
USER	Search 'Gatling demo'	15	START	1561402722642	1561402722642
REQUEST	10		request_30	1561402722493	1561402722657	OK	 
REQUEST	13		request_1	1561402722635	1561402722661	OK	 
USER	Search 'Gatling demo'	16	START	1561402722738	1561402722738
REQUEST	14		Getting Google Homepage	1561402722558	1561402722747	OK	 
REQUEST	13		Searching for 'gatling demo'	1561402722663	1561402722775	OK	 
REQUEST	14		request_1	1561402722749	1561402722816	OK	 
REQUEST	11		request_30	1561402722582	1561402722819	OK	 
USER	Search 'Gatling demo'	17	START	1561402722838	1561402722838
REQUEST	15		Getting Google Homepage	1561402722645	1561402722887	OK	 
REQUEST	12		request_30	1561402722639	1561402722906	OK	 
REQUEST	15		request_1	1561402722890	1561402722929	OK	 
USER	Search 'Gatling demo'	18	START	1561402722939	1561402722939
REQUEST	14		Searching for 'gatling demo'	1561402722818	1561402722941	OK	 
REQUEST	16		Getting Google Homepage	1561402722740	1561402722947	OK	 
REQUEST	15		Searching for 'gatling demo'	1561402722930	1561402722997	OK	 
REQUEST	16		request_1	1561402722950	1561402722999	OK	 
REQUEST	13		request_30	1561402722779	1561402723028	OK	 
USER	Search 'Gatling demo'	19	START	1561402723040	1561402723040
REQUEST	17		Getting Google Homepage	1561402722840	1561402723050	OK	 
REQUEST	16		Searching for 'gatling demo'	1561402723000	1561402723068	OK	 
REQUEST	17		request_1	1561402723052	1561402723078	OK	 
REQUEST	18		Getting Google Homepage	1561402722940	1561402723130	OK	 
USER	Search 'Gatling demo'	20	START	1561402723138	1561402723138
REQUEST	17		Searching for 'gatling demo'	1561402723079	1561402723148	OK	 
REQUEST	14		request_30	1561402722945	1561402723166	OK	 
REQUEST	18		request_1	1561402723133	1561402723167	OK	 
USER	Search 'Gatling demo'	21	START	1561402723239	1561402723239
REQUEST	2		request_51	1561402723161	1561402723260	OK	 
REQUEST	15		request_30	1561402723003	1561402723268	OK	 
REQUEST	3		request_51	1561402723164	1561402723269	OK	 
REQUEST	1		request_51	1561402723162	1561402723274	OK	 
REQUEST	19		Getting Google Homepage	1561402723041	1561402723277	OK	 
REQUEST	18		Searching for 'gatling demo'	1561402723169	1561402723281	OK	 
REQUEST	4		request_51	1561402723162	1561402723274	OK	 
USER	Search 'Gatling demo'	3	END	1561402721460	1561402723273
USER	Search 'Gatling demo'	2	END	1561402721359	1561402723280
USER	Search 'Gatling demo'	1	END	1561402721249	1561402723280
USER	Search 'Gatling demo'	4	END	1561402721566	1561402723285
REQUEST	19		request_1	1561402723279	1561402723329	OK	 
USER	Search 'Gatling demo'	22	START	1561402723369	1561402723369
REQUEST	20		Getting Google Homepage	1561402723140	1561402723418	OK	 
USER	Search 'Gatling demo'	23	START	1561402723471	1561402723471
USER	Search 'Gatling demo'	24	START	1561402723570	1561402723570
REQUEST	19		Searching for 'gatling demo'	1561402723331	1561402723646	OK	 
USER	Search 'Gatling demo'	25	START	1561402723671	1561402723671
REQUEST	16		request_30	1561402723072	1561402723762	OK	 
USER	Search 'Gatling demo'	26	START	1561402723800	1561402723800
USER	Search 'Gatling demo'	27	START	1561402723879	1561402723879
REQUEST	17		request_30	1561402723151	1561402723888	OK	 
REQUEST	20		request_1	1561402723421	1561402723963	OK	 
REQUEST	10		request_51	1561402723673	1561402723969	OK	 
REQUEST	12		request_51	1561402723923	1561402723973	OK	 
USER	Search 'Gatling demo'	10	END	1561402722167	1561402723973
REQUEST	11		request_51	1561402723853	1561402723969	OK	 
REQUEST	21		Getting Google Homepage	1561402723241	1561402723974	OK	 
REQUEST	6		request_51	1561402723337	1561402723976	OK	 
REQUEST	9		request_51	1561402723603	1561402723974	OK	 
USER	Search 'Gatling demo'	6	END	1561402721772	1561402723994
USER	Search 'Gatling demo'	9	END	1561402722075	1561402723994
REQUEST	7		request_51	1561402723403	1561402723974	OK	 
USER	Search 'Gatling demo'	12	END	1561402722340	1561402724008
USER	Search 'Gatling demo'	11	END	1561402722263	1561402724012
USER	Search 'Gatling demo'	7	END	1561402721863	1561402724027
USER	Search 'Gatling demo'	28	START	1561402724008	1561402724008
REQUEST	20		Searching for 'gatling demo'	1561402723966	1561402724045	OK	 
REQUEST	21		request_1	1561402724020	1561402724048	OK	 
REQUEST	18		request_30	1561402723284	1561402724050	OK	 
USER	Search 'Gatling demo'	29	START	1561402724092	1561402724092
REQUEST	22		Getting Google Homepage	1561402723370	1561402724108	OK	 
REQUEST	25		Getting Google Homepage	1561402723674	1561402724136	OK	 
REQUEST	24		Getting Google Homepage	1561402723574	1561402724108	OK	 
REQUEST	21		Searching for 'gatling demo'	1561402724051	1561402724163	OK	 
REQUEST	25		request_1	1561402724138	1561402724170	OK	 
REQUEST	23		Getting Google Homepage	1561402723472	1561402724162	OK	 
REQUEST	27		Getting Google Homepage	1561402723880	1561402724139	OK	 
REQUEST	26		Getting Google Homepage	1561402723801	1561402724162	OK	 
REQUEST	13		request_51	1561402724059	1561402724168	OK	 
USER	Search 'Gatling demo'	13	END	1561402722444	1561402724179
REQUEST	19		request_30	1561402723651	1561402724195	OK	 
REQUEST	24		request_1	1561402724166	1561402724196	OK	 
USER	Search 'Gatling demo'	30	START	1561402724206	1561402724206
REQUEST	26		request_1	1561402724179	1561402724213	OK	 
REQUEST	22		request_1	1561402724172	1561402724213	OK	 
REQUEST	24		Searching for 'gatling demo'	1561402724198	1561402724461	OK	 
REQUEST	25		Searching for 'gatling demo'	1561402724171	1561402724469	OK	 
USER	Search 'Gatling demo'	31	START	1561402724473	1561402724473
USER	Search 'Gatling demo'	32	START	1561402724476	1561402724476
USER	Search 'Gatling demo'	33	START	1561402724477	1561402724477
REQUEST	23		request_1	1561402724175	1561402724530	OK	 
REQUEST	26		Searching for 'gatling demo'	1561402724481	1561402724547	OK	 
REQUEST	20		request_30	1561402724049	1561402724550	OK	 
REQUEST	27		request_1	1561402724178	1561402724552	OK	 
REQUEST	28		Getting Google Homepage	1561402724034	1561402724580	OK	 
REQUEST	15		request_51	1561402724474	1561402724588	OK	 
REQUEST	14		request_51	1561402724471	1561402724594	OK	 
REQUEST	23		Searching for 'gatling demo'	1561402724532	1561402724599	OK	 
USER	Search 'Gatling demo'	15	END	1561402722642	1561402724591
USER	Search 'Gatling demo'	14	END	1561402722548	1561402724596
REQUEST	22		Searching for 'gatling demo'	1561402724543	1561402724606	OK	 
REQUEST	28		request_1	1561402724583	1561402724610	OK	 
REQUEST	27		Searching for 'gatling demo'	1561402724553	1561402724625	OK	 
REQUEST	29		Getting Google Homepage	1561402724094	1561402724642	OK	 
REQUEST	33		Getting Google Homepage	1561402724479	1561402724668	OK	 
REQUEST	24		request_30	1561402724465	1561402724668	OK	 
REQUEST	32		Getting Google Homepage	1561402724477	1561402724671	OK	 
REQUEST	29		request_1	1561402724644	1561402724675	OK	 
REQUEST	30		Getting Google Homepage	1561402724208	1561402724674	OK	 
REQUEST	28		Searching for 'gatling demo'	1561402724612	1561402724679	OK	 
REQUEST	25		request_30	1561402724472	1561402724682	OK	 
REQUEST	21		request_30	1561402724166	1561402724685	OK	 
REQUEST	31		Getting Google Homepage	1561402724474	1561402724687	OK	 
REQUEST	32		request_1	1561402724674	1561402724708	OK	 
REQUEST	33		request_1	1561402724670	1561402724708	OK	 
USER	Search 'Gatling demo'	34	START	1561402724729	1561402724729
REQUEST	30		request_1	1561402724682	1561402724746	OK	 
REQUEST	26		request_30	1561402724550	1561402724751	OK	 
REQUEST	29		Searching for 'gatling demo'	1561402724677	1561402724762	OK	 
USER	Search 'Gatling demo'	35	START	1561402724782	1561402724782
USER	Search 'Gatling demo'	36	START	1561402724849	1561402724849
USER	Search 'Gatling demo'	37	START	1561402724931	1561402724931
REQUEST	31		request_1	1561402724689	1561402724950	OK	 
REQUEST	16		request_51	1561402724815	1561402724953	OK	 
REQUEST	30		Searching for 'gatling demo'	1561402724747	1561402724954	OK	 
REQUEST	32		Searching for 'gatling demo'	1561402724711	1561402724961	OK	 
REQUEST	33		Searching for 'gatling demo'	1561402724710	1561402724963	OK	 
USER	Search 'Gatling demo'	16	END	1561402722738	1561402724955
USER	Search 'Gatling demo'	38	START	1561402725039	1561402725039
REQUEST	17		request_51	1561402724925	1561402725072	OK	 
REQUEST	22		request_30	1561402724611	1561402725075	OK	 
USER	Search 'Gatling demo'	17	END	1561402722838	1561402725073
REQUEST	27		request_30	1561402724628	1561402725123	OK	 
REQUEST	23		request_30	1561402724602	1561402725124	OK	 
REQUEST	31		Searching for 'gatling demo'	1561402724952	1561402725126	OK	 
USER	Search 'Gatling demo'	39	START	1561402725138	1561402725138
REQUEST	18		request_51	1561402725061	1561402725210	OK	 
USER	Search 'Gatling demo'	18	END	1561402722939	1561402725211
USER	Search 'Gatling demo'	40	START	1561402725232	1561402725232
USER	Search 'Gatling demo'	41	START	1561402725333	1561402725333
REQUEST	28		request_30	1561402724684	1561402725369	OK	 
USER	Search 'Gatling demo'	42	START	1561402725434	1561402725434
USER	Search 'Gatling demo'	43	START	1561402725529	1561402725529
REQUEST	35		Getting Google Homepage	1561402724783	1561402725540	OK	 
REQUEST	37		Getting Google Homepage	1561402724932	1561402725540	OK	 
REQUEST	8		Getting Google Homepage	1561402721985	1561402725542	OK	 
REQUEST	36		Getting Google Homepage	1561402724851	1561402725545	OK	 
REQUEST	34		Getting Google Homepage	1561402724731	1561402725545	OK	 
USER	Search 'Gatling demo'	44	START	1561402725572	1561402725572
REQUEST	30		request_30	1561402724961	1561402725609	OK	 
REQUEST	34		request_1	1561402725548	1561402725610	OK	 
REQUEST	37		request_1	1561402725545	1561402725613	OK	 
REQUEST	35		request_1	1561402725547	1561402725614	OK	 
REQUEST	33		request_30	1561402724966	1561402725616	OK	 
REQUEST	36		request_1	1561402725546	1561402725617	OK	 
REQUEST	8		request_1	1561402725549	1561402725618	OK	 
REQUEST	32		request_30	1561402724964	1561402725620	OK	 
USER	Search 'Gatling demo'	45	START	1561402725669	1561402725669
REQUEST	29		request_30	1561402724767	1561402725708	OK	 
REQUEST	20		request_51	1561402725576	1561402725709	OK	 
REQUEST	38		Getting Google Homepage	1561402725042	1561402725710	OK	 
REQUEST	19		request_51	1561402725474	1561402725712	OK	 
USER	Search 'Gatling demo'	20	END	1561402723138	1561402725711
USER	Search 'Gatling demo'	19	END	1561402723040	1561402725715
USER	Search 'Gatling demo'	46	START	1561402725760	1561402725760
REQUEST	34		Searching for 'gatling demo'	1561402725612	1561402725766	OK	 
USER	Search 'Gatling demo'	47	START	1561402725867	1561402725867
REQUEST	39		Getting Google Homepage	1561402725140	1561402725914	OK	 
USER	Search 'Gatling demo'	48	START	1561402725958	1561402725958
REQUEST	37		Searching for 'gatling demo'	1561402725614	1561402726037	OK	 
USER	Search 'Gatling demo'	49	START	1561402726064	1561402726064
REQUEST	38		request_1	1561402725713	1561402726110	OK	 
REQUEST	39		request_1	1561402725917	1561402726118	OK	 
REQUEST	31		request_30	1561402725133	1561402726127	OK	 
USER	Search 'Gatling demo'	50	START	1561402726166	1561402726166
REQUEST	26		request_51	1561402725792	1561402726195	OK	 
REQUEST	24		request_51	1561402725791	1561402726196	OK	 
REQUEST	25		request_51	1561402725789	1561402726195	OK	 
REQUEST	36		Searching for 'gatling demo'	1561402725618	1561402726198	OK	 
REQUEST	40		Getting Google Homepage	1561402725233	1561402726198	OK	 
REQUEST	21		request_51	1561402725789	1561402726202	OK	 
REQUEST	22		request_51	1561402726092	1561402726203	OK	 
REQUEST	35		Searching for 'gatling demo'	1561402725615	1561402726208	OK	 
REQUEST	8		Searching for 'gatling demo'	1561402725619	1561402726211	OK	 
REQUEST	43		Getting Google Homepage	1561402725530	1561402726212	OK	 
REQUEST	42		Getting Google Homepage	1561402725436	1561402726214	OK	 
REQUEST	41		Getting Google Homepage	1561402725335	1561402726221	OK	 
REQUEST	38		Searching for 'gatling demo'	1561402726114	1561402726227	OK	 
USER	Search 'Gatling demo'	26	END	1561402723800	1561402726197
USER	Search 'Gatling demo'	24	END	1561402723570	1561402726197
USER	Search 'Gatling demo'	21	END	1561402723239	1561402726204
USER	Search 'Gatling demo'	22	END	1561402723369	1561402726204
USER	Search 'Gatling demo'	25	END	1561402723671	1561402726207
USER	Search 'Gatling demo'	51	START	1561402726264	1561402726264
REQUEST	40		request_1	1561402726208	1561402726289	OK	 
REQUEST	42		request_1	1561402726216	1561402726290	OK	 
REQUEST	41		request_1	1561402726224	1561402726291	OK	 
REQUEST	43		request_1	1561402726218	1561402726294	OK	 
REQUEST	27		request_51	1561402726160	1561402726308	OK	 
USER	Search 'Gatling demo'	27	END	1561402723879	1561402726310
REQUEST	23		request_51	1561402726177	1561402726321	OK	 
USER	Search 'Gatling demo'	23	END	1561402723471	1561402726323
REQUEST	39		Searching for 'gatling demo'	1561402726125	1561402726333	OK	 
REQUEST	48		Getting Google Homepage	1561402725960	1561402726334	OK	 
REQUEST	44		Getting Google Homepage	1561402725573	1561402726339	OK	 
REQUEST	49		Getting Google Homepage	1561402726066	1561402726351	OK	 
REQUEST	45		Getting Google Homepage	1561402725670	1561402726352	OK	 
REQUEST	46		Getting Google Homepage	1561402725761	1561402726356	OK	 
REQUEST	37		request_30	1561402726040	1561402726377	OK	 
REQUEST	34		request_30	1561402725769	1561402726384	OK	 
REQUEST	41		Searching for 'gatling demo'	1561402726292	1561402726391	OK	 
REQUEST	43		Searching for 'gatling demo'	1561402726295	1561402726392	OK	 
REQUEST	49		request_1	1561402726353	1561402726398	OK	 
REQUEST	46		request_1	1561402726357	1561402726403	OK	 
REQUEST	45		request_1	1561402726376	1561402726405	OK	 
REQUEST	44		request_1	1561402726340	1561402726409	OK	 
REQUEST	42		Searching for 'gatling demo'	1561402726293	1561402726388	OK	 
REQUEST	40		Searching for 'gatling demo'	1561402726292	1561402726413	OK	 
REQUEST	48		request_1	1561402726336	1561402726418	OK	 
REQUEST	50		Getting Google Homepage	1561402726176	1561402726442	OK	 
REQUEST	47		Getting Google Homepage	1561402725868	1561402726446	OK	 
REQUEST	51		Getting Google Homepage	1561402726265	1561402726458	OK	 
REQUEST	36		request_30	1561402726201	1561402726458	OK	 
REQUEST	38		request_30	1561402726229	1561402726460	OK	 
REQUEST	35		request_30	1561402726211	1561402726473	OK	 
REQUEST	46		Searching for 'gatling demo'	1561402726404	1561402726474	OK	 
REQUEST	45		Searching for 'gatling demo'	1561402726408	1561402726477	OK	 
REQUEST	8		request_30	1561402726214	1561402726484	OK	 
REQUEST	47		request_1	1561402726448	1561402726484	OK	 
REQUEST	50		request_1	1561402726443	1561402726486	OK	 
REQUEST	49		Searching for 'gatling demo'	1561402726399	1561402726487	OK	 
REQUEST	44		Searching for 'gatling demo'	1561402726410	1561402726492	OK	 
REQUEST	51		request_1	1561402726461	1561402726496	OK	 
REQUEST	48		Searching for 'gatling demo'	1561402726419	1561402726499	OK	 
USER	Search 'Gatling demo'	52	START	1561402726467	1561402726467
USER	Search 'Gatling demo'	53	START	1561402726514	1561402726514
REQUEST	28		request_51	1561402726470	1561402726528	OK	 
USER	Search 'Gatling demo'	28	END	1561402724008	1561402726529
REQUEST	39		request_30	1561402726336	1561402726540	OK	 
REQUEST	50		Searching for 'gatling demo'	1561402726486	1561402726546	OK	 
USER	Search 'Gatling demo'	54	START	1561402726550	1561402726550
REQUEST	43		request_30	1561402726401	1561402726556	OK	 
REQUEST	47		Searching for 'gatling demo'	1561402726496	1561402726563	OK	 
REQUEST	51		Searching for 'gatling demo'	1561402726497	1561402726570	OK	 
REQUEST	42		request_30	1561402726414	1561402726576	OK	 
REQUEST	40		request_30	1561402726416	1561402726594	OK	 
REQUEST	41		request_30	1561402726396	1561402726595	OK	 
REQUEST	52		Getting Google Homepage	1561402726482	1561402726639	OK	 
REQUEST	46		request_30	1561402726481	1561402726644	OK	 
REQUEST	45		request_30	1561402726490	1561402726651	OK	 
REQUEST	49		request_30	1561402726502	1561402726655	OK	 
USER	Search 'Gatling demo'	55	START	1561402726656	1561402726656
REQUEST	53		Getting Google Homepage	1561402726515	1561402726669	OK	 
REQUEST	44		request_30	1561402726514	1561402726670	OK	 
REQUEST	52		request_1	1561402726640	1561402726671	OK	 
REQUEST	48		request_30	1561402726506	1561402726673	OK	 
REQUEST	33		request_51	1561402726633	1561402726688	OK	 
REQUEST	30		request_51	1561402726634	1561402726690	OK	 
REQUEST	32		request_51	1561402726635	1561402726691	OK	 
USER	Search 'Gatling demo'	33	END	1561402724477	1561402726689
USER	Search 'Gatling demo'	32	END	1561402724476	1561402726692
USER	Search 'Gatling demo'	30	END	1561402724206	1561402726694
REQUEST	53		request_1	1561402726673	1561402726696	OK	 
REQUEST	54		Getting Google Homepage	1561402726551	1561402726707	OK	 
REQUEST	50		request_30	1561402726548	1561402726716	OK	 
REQUEST	47		request_30	1561402726566	1561402726734	OK	 
REQUEST	52		Searching for 'gatling demo'	1561402726672	1561402726737	OK	 
REQUEST	54		request_1	1561402726709	1561402726749	OK	 
USER	Search 'Gatling demo'	56	START	1561402726752	1561402726752
REQUEST	53		Searching for 'gatling demo'	1561402726697	1561402726763	OK	 
REQUEST	51		request_30	1561402726573	1561402726813	OK	 
REQUEST	29		request_51	1561402726730	1561402726813	OK	 
USER	Search 'Gatling demo'	29	END	1561402724092	1561402726815
REQUEST	54		Searching for 'gatling demo'	1561402726750	1561402726828	OK	 
USER	Search 'Gatling demo'	57	START	1561402726848	1561402726848
REQUEST	55		Getting Google Homepage	1561402726657	1561402726885	OK	 
USER	Search 'Gatling demo'	58	START	1561402726952	1561402726952
USER	Search 'Gatling demo'	59	START	1561402727050	1561402727050
USER	Search 'Gatling demo'	60	START	1561402727153	1561402727153
REQUEST	55		request_1	1561402726887	1561402727232	OK	 
REQUEST	31		request_51	1561402727142	1561402727266	OK	 
USER	Search 'Gatling demo'	31	END	1561402724473	1561402727269
USER	Search 'Gatling demo'	61	START	1561402727253	1561402727253
USER	Search 'Gatling demo'	62	START	1561402727375	1561402727375
USER	Search 'Gatling demo'	63	START	1561402727472	1561402727472
REQUEST	55		Searching for 'gatling demo'	1561402727235	1561402727575	OK	 
USER	Search 'Gatling demo'	64	START	1561402727587	1561402727587
REQUEST	52		request_30	1561402726740	1561402727607	OK	 
REQUEST	35		request_51	1561402727551	1561402727615	OK	 
REQUEST	36		request_51	1561402727538	1561402727615	OK	 
REQUEST	34		request_51	1561402727522	1561402727618	OK	 
REQUEST	38		request_51	1561402727544	1561402727619	OK	 
REQUEST	56		Getting Google Homepage	1561402726753	1561402727621	OK	 
REQUEST	37		request_51	1561402727521	1561402727622	OK	 
USER	Search 'Gatling demo'	36	END	1561402724849	1561402727617
USER	Search 'Gatling demo'	35	END	1561402724782	1561402727617
USER	Search 'Gatling demo'	34	END	1561402724729	1561402727619
USER	Search 'Gatling demo'	38	END	1561402725039	1561402727621
USER	Search 'Gatling demo'	37	END	1561402724931	1561402727624
USER	Search 'Gatling demo'	65	START	1561402727676	1561402727676
REQUEST	56		request_1	1561402727624	1561402727703	OK	 
REQUEST	53		request_30	1561402726765	1561402727703	OK	 
REQUEST	42		request_51	1561402727596	1561402727715	OK	 
REQUEST	8		request_51	1561402727586	1561402727717	OK	 
REQUEST	41		request_51	1561402727628	1561402727718	OK	 
REQUEST	43		request_51	1561402727630	1561402727718	OK	 
REQUEST	39		request_51	1561402727587	1561402727720	OK	 
REQUEST	40		request_51	1561402727628	1561402727722	OK	 
REQUEST	49		request_51	1561402727663	1561402727723	OK	 
REQUEST	45		request_51	1561402727665	1561402727726	OK	 
REQUEST	46		request_51	1561402727663	1561402727727	OK	 
USER	Search 'Gatling demo'	42	END	1561402725434	1561402727717
USER	Search 'Gatling demo'	43	END	1561402725529	1561402727720
USER	Search 'Gatling demo'	41	END	1561402725333	1561402727720
USER	Search 'Gatling demo'	8	END	1561402721963	1561402727721
USER	Search 'Gatling demo'	39	END	1561402725138	1561402727722
USER	Search 'Gatling demo'	49	END	1561402726064	1561402727725
USER	Search 'Gatling demo'	40	END	1561402725232	1561402727725
USER	Search 'Gatling demo'	45	END	1561402725669	1561402727728
USER	Search 'Gatling demo'	46	END	1561402725760	1561402727728
REQUEST	44		request_51	1561402727679	1561402727766	OK	 
USER	Search 'Gatling demo'	44	END	1561402725572	1561402727768
USER	Search 'Gatling demo'	66	START	1561402727770	1561402727770
REQUEST	58		Getting Google Homepage	1561402726953	1561402727786	OK	 
REQUEST	48		request_51	1561402727680	1561402727791	OK	 
USER	Search 'Gatling demo'	48	END	1561402725958	1561402727793
REQUEST	59		Getting Google Homepage	1561402727052	1561402727812	OK	 
REQUEST	60		Getting Google Homepage	1561402727155	1561402727814	OK	 
REQUEST	62		Getting Google Homepage	1561402727376	1561402727821	OK	 
REQUEST	57		Getting Google Homepage	1561402726849	1561402727822	OK	 
REQUEST	47		request_51	1561402727749	1561402727824	OK	 
REQUEST	50		request_51	1561402727744	1561402727827	OK	 
REQUEST	56		Searching for 'gatling demo'	1561402727705	1561402727830	OK	 
REQUEST	63		Getting Google Homepage	1561402727475	1561402727844	OK	 
REQUEST	58		request_1	1561402727788	1561402727847	OK	 
REQUEST	59		request_1	1561402727820	1561402727858	OK	 
REQUEST	62		request_1	1561402727824	1561402727869	OK	 
REQUEST	60		request_1	1561402727822	1561402727872	OK	 
USER	Search 'Gatling demo'	47	END	1561402725867	1561402727825
USER	Search 'Gatling demo'	50	END	1561402726166	1561402727829
REQUEST	63		request_1	1561402727855	1561402727886	OK	 
REQUEST	57		request_1	1561402727825	1561402727889	OK	 
REQUEST	54		request_30	1561402726831	1561402727891	OK	 
USER	Search 'Gatling demo'	67	START	1561402727893	1561402727893
REQUEST	64		Getting Google Homepage	1561402727593	1561402727907	OK	 
REQUEST	58		Searching for 'gatling demo'	1561402727848	1561402727920	OK	 
REQUEST	55		request_30	1561402727581	1561402727922	OK	 
REQUEST	59		Searching for 'gatling demo'	1561402727864	1561402727930	OK	 
REQUEST	65		Getting Google Homepage	1561402727677	1561402727933	OK	 
REQUEST	64		request_1	1561402727909	1561402727936	OK	 
REQUEST	60		Searching for 'gatling demo'	1561402727873	1561402727959	OK	 
REQUEST	62		Searching for 'gatling demo'	1561402727871	1561402727963	OK	 
REQUEST	51		request_51	1561402727894	1561402727966	OK	 
REQUEST	63		Searching for 'gatling demo'	1561402727887	1561402727967	OK	 
USER	Search 'Gatling demo'	51	END	1561402726264	1561402727967
USER	Search 'Gatling demo'	68	START	1561402727970	1561402727970
REQUEST	57		Searching for 'gatling demo'	1561402727890	1561402727989	OK	 
REQUEST	65		request_1	1561402727935	1561402727992	OK	 
REQUEST	66		Getting Google Homepage	1561402727772	1561402728013	OK	 
REQUEST	64		Searching for 'gatling demo'	1561402727939	1561402728029	OK	 
REQUEST	66		request_1	1561402728014	1561402728065	OK	 
USER	Search 'Gatling demo'	69	START	1561402728084	1561402728084
REQUEST	65		Searching for 'gatling demo'	1561402727993	1561402728107	OK	 
REQUEST	56		request_30	1561402727835	1561402728128	OK	 
USER	Search 'Gatling demo'	70	START	1561402728176	1561402728176
REQUEST	67		Getting Google Homepage	1561402727894	1561402728191	OK	 
REQUEST	66		Searching for 'gatling demo'	1561402728066	1561402728193	OK	 
REQUEST	58		request_30	1561402727923	1561402728199	OK	 
USER	Search 'Gatling demo'	71	START	1561402728277	1561402728277
REQUEST	59		request_30	1561402727932	1561402728377	OK	 
REQUEST	67		request_1	1561402728197	1561402728378	OK	 
USER	Search 'Gatling demo'	72	START	1561402728383	1561402728383
REQUEST	68		Getting Google Homepage	1561402727971	1561402728413	OK	 
USER	Search 'Gatling demo'	73	START	1561402728453	1561402728453
REQUEST	57		request_30	1561402727991	1561402728503	OK	 
REQUEST	68		request_1	1561402728415	1561402728504	OK	 
REQUEST	60		request_30	1561402727962	1561402728506	OK	 
REQUEST	65		request_30	1561402728109	1561402728530	OK	 
REQUEST	63		request_30	1561402727968	1561402728531	OK	 
REQUEST	69		Getting Google Homepage	1561402728086	1561402728533	OK	 
REQUEST	61		Getting Google Homepage	1561402727281	1561402728535	OK	 
REQUEST	71		Getting Google Homepage	1561402728281	1561402728547	OK	 
REQUEST	67		Searching for 'gatling demo'	1561402728379	1561402728547	OK	 
USER	Search 'Gatling demo'	74	START	1561402728548	1561402728548
REQUEST	69		request_1	1561402728534	1561402728599	OK	 
REQUEST	64		request_30	1561402728030	1561402728612	OK	 
