RUN	gatling_example.GoogleTest	googletest	1561405328583	 	3.1.2
REQUEST	7		Searching for 'gatling demo'	1561405338221	1561405338555	OK	 
USER	Search 'Gatling demo'	29	START	1561405338557	1561405338557
REQUEST	9		Searching for 'gatling demo'	1561405338440	1561405338518	OK	 
REQUEST	11		Searching for 'gatling demo'	1561405338442	1561405338564	OK	 
REQUEST	5		Searching for 'gatling demo'	1561405338207	1561405338592	OK	 
REQUEST	14		Searching for 'gatling demo'	1561405338443	1561405338605	OK	 
REQUEST	18		Getting Google Homepage	1561405338210	1561405338611	OK	 
REQUEST	12		Searching for 'gatling demo'	1561405338442	1561405338618	OK	 
REQUEST	19		Getting Google Homepage	1561405338213	1561405338602	OK	 
REQUEST	25		Getting Google Homepage	1561405338270	1561405338625	OK	 
REQUEST	16		Searching for 'gatling demo'	1561405338445	1561405338625	OK	 
REQUEST	15		Searching for 'gatling demo'	1561405338444	1561405338635	OK	 
REQUEST	19		request_1	1561405338621	1561405338650	OK	 
REQUEST	25		request_1	1561405338629	1561405338657	OK	 
USER	Search 'Gatling demo'	30	START	1561405338635	1561405338635
REQUEST	18		request_1	1561405338620	1561405338666	OK	 
REQUEST	20		Getting Google Homepage	1561405338224	1561405338671	OK	 
REQUEST	26		Getting Google Homepage	1561405338277	1561405338688	OK	 
REQUEST	27		Getting Google Homepage	1561405338271	1561405338687	OK	 
REQUEST	13		Searching for 'gatling demo'	1561405338443	1561405338690	OK	 
REQUEST	24		Getting Google Homepage	1561405338267	1561405338700	OK	 
REQUEST	22		Getting Google Homepage	1561405338260	1561405338717	OK	 
REQUEST	26		request_1	1561405338696	1561405338723	OK	 
REQUEST	27		request_1	1561405338698	1561405338723	OK	 
REQUEST	20		request_1	1561405338695	1561405338724	OK	 
USER	Search 'Gatling demo'	31	START	1561405338732	1561405338732
REQUEST	21		Getting Google Homepage	1561405338232	1561405338747	OK	 
REQUEST	24		request_1	1561405338720	1561405338747	OK	 
REQUEST	22		request_1	1561405338721	1561405338750	OK	 
REQUEST	28		Getting Google Homepage	1561405338274	1561405338752	OK	 
REQUEST	10		Searching for 'gatling demo'	1561405338441	1561405338752	OK	 
REQUEST	23		Getting Google Homepage	1561405338262	1561405338766	OK	 
REQUEST	21		request_1	1561405338752	1561405338777	OK	 
REQUEST	28		request_1	1561405338759	1561405338784	OK	 
REQUEST	23		request_1	1561405338769	1561405338795	OK	 
REQUEST	29		Getting Google Homepage	1561405338558	1561405338809	OK	 
REQUEST	30		Getting Google Homepage	1561405338658	1561405338810	OK	 
REQUEST	29		request_1	1561405338812	1561405338839	OK	 
REQUEST	30		request_1	1561405338813	1561405338843	OK	 
USER	Search 'Gatling demo'	32	START	1561405338853	1561405338853
REQUEST	5		request_30	1561405338728	1561405338890	OK	 
REQUEST	31		Getting Google Homepage	1561405338734	1561405338896	OK	 
REQUEST	9		request_30	1561405338745	1561405338900	OK	 
REQUEST	31		request_1	1561405338899	1561405338928	OK	 
USER	Search 'Gatling demo'	33	START	1561405338930	1561405338930
REQUEST	7		request_30	1561405338803	1561405338968	OK	 
REQUEST	32		Getting Google Homepage	1561405338854	1561405338999	OK	 
REQUEST	6		request_30	1561405338856	1561405339022	OK	 
REQUEST	32		request_1	1561405339002	1561405339029	OK	 
USER	Search 'Gatling demo'	34	START	1561405339036	1561405339036
REQUEST	33		Getting Google Homepage	1561405338934	1561405339087	OK	 
REQUEST	11		request_30	1561405338935	1561405339092	OK	 
REQUEST	33		request_1	1561405339089	1561405339118	OK	 
USER	Search 'Gatling demo'	35	START	1561405339137	1561405339137
REQUEST	34		Getting Google Homepage	1561405339037	1561405339179	OK	 
REQUEST	10		request_30	1561405339040	1561405339193	OK	 
REQUEST	12		request_30	1561405339045	1561405339193	OK	 
REQUEST	34		request_1	1561405339181	1561405339209	OK	 
REQUEST	35		Getting Google Homepage	1561405339138	1561405339288	OK	 
USER	Search 'Gatling demo'	36	START	1561405339305	1561405339305
REQUEST	35		request_1	1561405339290	1561405339323	OK	 
USER	Search 'Gatling demo'	37	START	1561405339328	1561405339328
USER	Search 'Gatling demo'	39	START	1561405339354	1561405339354
REQUEST	13		request_30	1561405339191	1561405339382	OK	 
USER	Search 'Gatling demo'	38	START	1561405339430	1561405339430
USER	Search 'Gatling demo'	40	START	1561405339455	1561405339455
REQUEST	36		Getting Google Homepage	1561405339306	1561405339476	OK	 
REQUEST	37		Getting Google Homepage	1561405339330	1561405339486	OK	 
REQUEST	8		Getting Google Homepage	1561405336295	1561405339490	OK	 
REQUEST	14		request_30	1561405339313	1561405339495	OK	 
REQUEST	39		Getting Google Homepage	1561405339356	1561405339501	OK	 
REQUEST	36		request_1	1561405339478	1561405339502	OK	 
REQUEST	37		request_1	1561405339488	1561405339512	OK	 
REQUEST	8		request_1	1561405339492	1561405339518	OK	 
REQUEST	17		Searching for 'gatling demo'	1561405339452	1561405339522	OK	 
USER	Search 'Gatling demo'	42	START	1561405339706	1561405339706
REQUEST	39		request_1	1561405339503	1561405339709	OK	 
USER	Search 'Gatling demo'	41	START	1561405339704	1561405339704
REQUEST	1		request_30	1561405339393	1561405339712	OK	 
REQUEST	4		request_30	1561405339396	1561405339717	OK	 
REQUEST	2		request_30	1561405339387	1561405339715	OK	 
REQUEST	3		request_30	1561405339426	1561405339725	OK	 
REQUEST	4		request_51	1561405339718	1561405339768	OK	 
REQUEST	1		request_51	1561405339719	1561405339775	OK	 
REQUEST	15		request_30	1561405339418	1561405339776	OK	 
REQUEST	38		Getting Google Homepage	1561405339439	1561405339778	OK	 
REQUEST	3		request_51	1561405339731	1561405339784	OK	 
REQUEST	2		request_51	1561405339729	1561405339784	OK	 
USER	Search 'Gatling demo'	1	END	1561405335551	1561405339777
USER	Search 'Gatling demo'	4	END	1561405335849	1561405339783
USER	Search 'Gatling demo'	2	END	1561405335638	1561405339785
USER	Search 'Gatling demo'	3	END	1561405335748	1561405339786
USER	Search 'Gatling demo'	43	START	1561405339792	1561405339792
REQUEST	40		Getting Google Homepage	1561405339457	1561405339801	OK	 
REQUEST	38		request_1	1561405339783	1561405339809	OK	 
REQUEST	19		Searching for 'gatling demo'	1561405339737	1561405339812	OK	 
REQUEST	25		Searching for 'gatling demo'	1561405339738	1561405339817	OK	 
REQUEST	40		request_1	1561405339804	1561405339832	OK	 
REQUEST	27		Searching for 'gatling demo'	1561405339791	1561405339852	OK	 
REQUEST	22		Searching for 'gatling demo'	1561405339795	1561405339857	OK	 
REQUEST	18		Searching for 'gatling demo'	1561405339786	1561405339856	OK	 
REQUEST	24		Searching for 'gatling demo'	1561405339794	1561405339863	OK	 
REQUEST	16		request_30	1561405339508	1561405339864	OK	 
REQUEST	26		Searching for 'gatling demo'	1561405339785	1561405339868	OK	 
REQUEST	42		Getting Google Homepage	1561405339708	1561405339891	OK	 
REQUEST	28		Searching for 'gatling demo'	1561405339825	1561405339892	OK	 
REQUEST	5		request_51	1561405339827	1561405339923	OK	 
REQUEST	17		request_30	1561405339707	1561405339926	OK	 
REQUEST	9		request_51	1561405339849	1561405339927	OK	 
USER	Search 'Gatling demo'	5	END	1561405335956	1561405339928
REQUEST	23		Searching for 'gatling demo'	1561405339822	1561405339935	OK	 
REQUEST	41		Getting Google Homepage	1561405339710	1561405339936	OK	 
REQUEST	42		request_1	1561405339923	1561405339952	OK	 
REQUEST	20		Searching for 'gatling demo'	1561405339792	1561405339952	OK	 
USER	Search 'Gatling demo'	9	END	1561405336387	1561405339935
REQUEST	41		request_1	1561405339941	1561405339965	OK	 
REQUEST	43		Getting Google Homepage	1561405339792	1561405339973	OK	 
REQUEST	21		Searching for 'gatling demo'	1561405339822	1561405339976	OK	 
USER	Search 'Gatling demo'	44	START	1561405339979	1561405339979
REQUEST	7		request_51	1561405339926	1561405339985	OK	 
USER	Search 'Gatling demo'	7	END	1561405336173	1561405339987
REQUEST	30		Searching for 'gatling demo'	1561405339906	1561405339988	OK	 
REQUEST	43		request_1	1561405339975	1561405340001	OK	 
REQUEST	29		Searching for 'gatling demo'	1561405339923	1561405340006	OK	 
REQUEST	6		request_51	1561405339983	1561405340029	OK	 
USER	Search 'Gatling demo'	6	END	1561405336049	1561405340031
USER	Search 'Gatling demo'	45	START	1561405340034	1561405340034
REQUEST	31		Searching for 'gatling demo'	1561405339981	1561405340049	OK	 
REQUEST	32		Searching for 'gatling demo'	1561405340039	1561405340107	OK	 
REQUEST	11		request_51	1561405340069	1561405340115	OK	 
USER	Search 'Gatling demo'	11	END	1561405336568	1561405340117
REQUEST	44		Getting Google Homepage	1561405339981	1561405340134	OK	 
USER	Search 'Gatling demo'	46	START	1561405340138	1561405340138
REQUEST	44		request_1	1561405340136	1561405340161	OK	 
REQUEST	45		Getting Google Homepage	1561405340035	1561405340171	OK	 
REQUEST	33		Searching for 'gatling demo'	1561405340129	1561405340194	OK	 
REQUEST	45		request_1	1561405340173	1561405340198	OK	 
REQUEST	10		request_51	1561405340174	1561405340222	OK	 
USER	Search 'Gatling demo'	10	END	1561405336468	1561405340223
USER	Search 'Gatling demo'	47	START	1561405340229	1561405340229
REQUEST	12		request_51	1561405340203	1561405340250	OK	 
USER	Search 'Gatling demo'	12	END	1561405336641	1561405340252
REQUEST	34		Searching for 'gatling demo'	1561405340224	1561405340287	OK	 
REQUEST	46		Getting Google Homepage	1561405340139	1561405340288	OK	 
REQUEST	46		request_1	1561405340289	1561405340317	OK	 
USER	Search 'Gatling demo'	48	START	1561405340333	1561405340333
REQUEST	47		Getting Google Homepage	1561405340231	1561405340384	OK	 
REQUEST	35		Searching for 'gatling demo'	1561405340341	1561405340402	OK	 
REQUEST	47		request_1	1561405340385	1561405340415	OK	 
USER	Search 'Gatling demo'	49	START	1561405340432	1561405340432
REQUEST	13		request_51	1561405340412	1561405340455	OK	 
USER	Search 'Gatling demo'	13	END	1561405336742	1561405340456
REQUEST	14		request_51	1561405340422	1561405340466	OK	 
USER	Search 'Gatling demo'	14	END	1561405336838	1561405340467
REQUEST	48		Getting Google Homepage	1561405340334	1561405340473	OK	 
USER	Search 'Gatling demo'	50	START	1561405340532	1561405340532
REQUEST	48		request_1	1561405340476	1561405340537	OK	 
REQUEST	36		Searching for 'gatling demo'	1561405340510	1561405340575	OK	 
REQUEST	37		Searching for 'gatling demo'	1561405340520	1561405340591	OK	 
REQUEST	49		Getting Google Homepage	1561405340434	1561405340608	OK	 
USER	Search 'Gatling demo'	51	START	1561405340628	1561405340628
REQUEST	49		request_1	1561405340611	1561405340636	OK	 
REQUEST	50		Getting Google Homepage	1561405340534	1561405340681	OK	 
REQUEST	50		request_1	1561405340684	1561405340712	OK	 
USER	Search 'Gatling demo'	52	START	1561405340732	1561405340732
USER	Search 'Gatling demo'	53	START	1561405340754	1561405340754
REQUEST	15		request_51	1561405340709	1561405340756	OK	 
USER	Search 'Gatling demo'	15	END	1561405336941	1561405340758
REQUEST	51		Getting Google Homepage	1561405340631	1561405340771	OK	 
REQUEST	8		Searching for 'gatling demo'	1561405340709	1561405340775	OK	 
REQUEST	51		request_1	1561405340774	1561405340799	OK	 
REQUEST	16		request_51	1561405340819	1561405340870	OK	 
REQUEST	39		Searching for 'gatling demo'	1561405340804	1561405340873	OK	 
USER	Search 'Gatling demo'	54	START	1561405340873	1561405340873
REQUEST	52		Getting Google Homepage	1561405340733	1561405340890	OK	 
REQUEST	38		Searching for 'gatling demo'	1561405340832	1561405340902	OK	 
REQUEST	19		request_30	1561405340759	1561405340901	OK	 
REQUEST	53		Getting Google Homepage	1561405340755	1561405340914	OK	 
REQUEST	52		request_1	1561405340892	1561405340925	OK	 
REQUEST	25		request_30	1561405340768	1561405340924	OK	 
USER	Search 'Gatling demo'	16	END	1561405337038	1561405340890
REQUEST	53		request_1	1561405340919	1561405340949	OK	 
REQUEST	18		request_30	1561405340822	1561405340973	OK	 
USER	Search 'Gatling demo'	55	START	1561405340975	1561405340975
REQUEST	17		request_51	1561405340940	1561405340985	OK	 
USER	Search 'Gatling demo'	17	END	1561405337141	1561405340987
REQUEST	40		Searching for 'gatling demo'	1561405340926	1561405340989	OK	 
REQUEST	27		request_30	1561405340842	1561405341005	OK	 
REQUEST	22		request_30	1561405340866	1561405341028	OK	 
REQUEST	54		Getting Google Homepage	1561405340883	1561405341035	OK	 
REQUEST	24		request_30	1561405340887	1561405341047	OK	 
REQUEST	42		Searching for 'gatling demo'	1561405340990	1561405341061	OK	 
REQUEST	41		Searching for 'gatling demo'	1561405340992	1561405341071	OK	 
REQUEST	54		request_1	1561405341037	1561405341085	OK	 
REQUEST	28		request_30	1561405340933	1561405341089	OK	 
REQUEST	43		Searching for 'gatling demo'	1561405341020	1561405341090	OK	 
REQUEST	26		request_30	1561405340938	1561405341092	OK	 
USER	Search 'Gatling demo'	56	START	1561405341127	1561405341127
REQUEST	55		Getting Google Homepage	1561405340976	1561405341131	OK	 
REQUEST	30		request_30	1561405340982	1561405341136	OK	 
REQUEST	20		request_30	1561405340971	1561405341138	OK	 
REQUEST	23		request_30	1561405340986	1561405341141	OK	 
REQUEST	21		request_30	1561405340981	1561405341141	OK	 
REQUEST	55		request_1	1561405341134	1561405341159	OK	 
USER	Search 'Gatling demo'	57	START	1561405341166	1561405341166
REQUEST	29		request_30	1561405340991	1561405341172	OK	 
REQUEST	31		request_30	1561405341025	1561405341176	OK	 
USER	Search 'Gatling demo'	58	START	1561405341248	1561405341248
REQUEST	44		Searching for 'gatling demo'	1561405341181	1561405341271	OK	 
REQUEST	56		Getting Google Homepage	1561405341128	1561405341299	OK	 
REQUEST	32		request_30	1561405341142	1561405341303	OK	 
REQUEST	45		Searching for 'gatling demo'	1561405341213	1561405341321	OK	 
REQUEST	56		request_1	1561405341301	1561405341338	OK	 
REQUEST	57		Getting Google Homepage	1561405341167	1561405341342	OK	 
REQUEST	57		request_1	1561405341344	1561405341380	OK	 
USER	Search 'Gatling demo'	59	START	1561405341407	1561405341407
REQUEST	33		request_30	1561405341216	1561405341425	OK	 
REQUEST	58		Getting Google Homepage	1561405341249	1561405341425	OK	 
REQUEST	58		request_1	1561405341426	1561405341450	OK	 
REQUEST	46		Searching for 'gatling demo'	1561405341406	1561405341470	OK	 
USER	Search 'Gatling demo'	60	START	1561405341519	1561405341519
REQUEST	59		Getting Google Homepage	1561405341408	1561405341547	OK	 
REQUEST	34		request_30	1561405341400	1561405341552	OK	 
REQUEST	35		request_30	1561405341415	1561405341561	OK	 
REQUEST	59		request_1	1561405341550	1561405341574	OK	 
REQUEST	47		Searching for 'gatling demo'	1561405341517	1561405341586	OK	 
USER	Search 'Gatling demo'	61	START	1561405341600	1561405341600
USER	Search 'Gatling demo'	62	START	1561405341660	1561405341660
REQUEST	60		Getting Google Homepage	1561405341520	1561405341672	OK	 
REQUEST	48		Searching for 'gatling demo'	1561405341599	1561405341673	OK	 
REQUEST	60		request_1	1561405341673	1561405341704	OK	 
REQUEST	49		Searching for 'gatling demo'	1561405341658	1561405341732	OK	 
REQUEST	61		Getting Google Homepage	1561405341603	1561405341747	OK	 
REQUEST	36		request_30	1561405341605	1561405341753	OK	 
REQUEST	61		request_1	1561405341749	1561405341776	OK	 
USER	Search 'Gatling demo'	63	START	1561405341787	1561405341787
REQUEST	37		request_30	1561405341640	1561405341791	OK	 
REQUEST	8		request_30	1561405341630	1561405341797	OK	 
REQUEST	62		Getting Google Homepage	1561405341661	1561405341815	OK	 
REQUEST	50		Searching for 'gatling demo'	1561405341775	1561405341838	OK	 
REQUEST	62		request_1	1561405341816	1561405341841	OK	 
USER	Search 'Gatling demo'	64	START	1561405341884	1561405341884
REQUEST	51		Searching for 'gatling demo'	1561405341809	1561405341895	OK	 
REQUEST	63		Getting Google Homepage	1561405341788	1561405341948	OK	 
REQUEST	63		request_1	1561405341950	1561405341976	OK	 
USER	Search 'Gatling demo'	65	START	1561405341985	1561405341985
REQUEST	18		request_51	1561405341982	1561405342024	OK	 
REQUEST	27		request_51	1561405341980	1561405342028	OK	 
USER	Search 'Gatling demo'	18	END	1561405338208	1561405342025
USER	Search 'Gatling demo'	27	END	1561405338270	1561405342029
REQUEST	19		request_51	1561405341984	1561405342032	OK	 
USER	Search 'Gatling demo'	19	END	1561405338212	1561405342033
REQUEST	64		Getting Google Homepage	1561405341885	1561405342035	OK	 
REQUEST	25		request_51	1561405341985	1561405342037	OK	 
USER	Search 'Gatling demo'	25	END	1561405338267	1561405342039
REQUEST	22		request_51	1561405342008	1561405342056	OK	 
USER	Search 'Gatling demo'	22	END	1561405338258	1561405342058
REQUEST	64		request_1	1561405342036	1561405342063	OK	 
REQUEST	53		Searching for 'gatling demo'	1561405342007	1561405342068	OK	 
REQUEST	52		Searching for 'gatling demo'	1561405342006	1561405342073	OK	 
USER	Search 'Gatling demo'	66	START	1561405342087	1561405342087
REQUEST	26		request_51	1561405342086	1561405342130	OK	 
REQUEST	65		Getting Google Homepage	1561405341986	1561405342132	OK	 
REQUEST	28		request_51	1561405342086	1561405342134	OK	 
USER	Search 'Gatling demo'	26	END	1561405338268	1561405342132
USER	Search 'Gatling demo'	28	END	1561405338272	1561405342135
REQUEST	40		request_30	1561405341975	1561405342138	OK	 
REQUEST	39		request_30	1561405341970	1561405342138	OK	 
REQUEST	38		request_30	1561405341992	1561405342152	OK	 
REQUEST	65		request_1	1561405342133	1561405342160	OK	 
REQUEST	24		request_51	1561405342126	1561405342172	OK	 
REQUEST	30		request_51	1561405342125	1561405342172	OK	 
REQUEST	23		request_51	1561405342127	1561405342173	OK	 
USER	Search 'Gatling demo'	24	END	1561405338265	1561405342173
USER	Search 'Gatling demo'	30	END	1561405338635	1561405342173
USER	Search 'Gatling demo'	23	END	1561405338261	1561405342175
USER	Search 'Gatling demo'	67	START	1561405342179	1561405342179
REQUEST	20		request_51	1561405342136	1561405342180	OK	 
USER	Search 'Gatling demo'	20	END	1561405338223	1561405342181
REQUEST	21		request_51	1561405342141	1561405342189	OK	 
USER	Search 'Gatling demo'	21	END	1561405338230	1561405342191
REQUEST	29		request_51	1561405342164	1561405342217	OK	 
REQUEST	54		Searching for 'gatling demo'	1561405342142	1561405342217	OK	 
REQUEST	31		request_51	1561405342168	1561405342220	OK	 
USER	Search 'Gatling demo'	29	END	1561405338557	1561405342219
USER	Search 'Gatling demo'	31	END	1561405338732	1561405342221
REQUEST	55		Searching for 'gatling demo'	1561405342168	1561405342232	OK	 
REQUEST	66		Getting Google Homepage	1561405342088	1561405342238	OK	 
REQUEST	66		request_1	1561405342239	1561405342272	OK	 
USER	Search 'Gatling demo'	68	START	1561405342288	1561405342288
REQUEST	41		request_30	1561405342127	1561405342302	OK	 
REQUEST	43		request_30	1561405342140	1561405342306	OK	 
REQUEST	67		Getting Google Homepage	1561405342179	1561405342330	OK	 
REQUEST	67		request_1	1561405342332	1561405342356	OK	 
USER	Search 'Gatling demo'	69	START	1561405342381	1561405342381
REQUEST	32		request_51	1561405342388	1561405342441	OK	 
USER	Search 'Gatling demo'	32	END	1561405338853	1561405342442
USER	Search 'Gatling demo'	70	START	1561405342479	1561405342479
REQUEST	56		Searching for 'gatling demo'	1561405342424	1561405342490	OK	 
REQUEST	57		Searching for 'gatling demo'	1561405342423	1561405342493	OK	 
REQUEST	69		Getting Google Homepage	1561405342383	1561405342533	OK	 
REQUEST	44		request_30	1561405342382	1561405342559	OK	 
REQUEST	69		request_1	1561405342535	1561405342563	OK	 
REQUEST	33		request_51	1561405342514	1561405342576	OK	 
USER	Search 'Gatling demo'	33	END	1561405338930	1561405342577
USER	Search 'Gatling demo'	71	START	1561405342584	1561405342584
REQUEST	45		request_30	1561405342414	1561405342589	OK	 
REQUEST	34		request_51	1561405342545	1561405342590	OK	 
USER	Search 'Gatling demo'	34	END	1561405339036	1561405342591
REQUEST	58		Searching for 'gatling demo'	1561405342531	1561405342593	OK	 
REQUEST	46		request_30	1561405342451	1561405342615	OK	 
USER	Search 'Gatling demo'	72	START	1561405342633	1561405342633
REQUEST	70		Getting Google Homepage	1561405342480	1561405342672	OK	 
REQUEST	35		request_51	1561405342633	1561405342678	OK	 
USER	Search 'Gatling demo'	35	END	1561405339137	1561405342680
REQUEST	70		request_1	1561405342673	1561405342697	OK	 
REQUEST	47		request_30	1561405342550	1561405342707	OK	 
REQUEST	59		Searching for 'gatling demo'	1561405342649	1561405342714	OK	 
REQUEST	71		Getting Google Homepage	1561405342585	1561405342728	OK	 
USER	Search 'Gatling demo'	73	START	1561405342748	1561405342748
REQUEST	71		request_1	1561405342731	1561405342758	OK	 
REQUEST	72		Getting Google Homepage	1561405342635	1561405342773	OK	 
REQUEST	72		request_1	1561405342774	1561405342798	OK	 
REQUEST	37		request_51	1561405342759	1561405342802	OK	 
USER	Search 'Gatling demo'	37	END	1561405339328	1561405342803
REQUEST	36		request_51	1561405342772	1561405342821	OK	 
USER	Search 'Gatling demo'	36	END	1561405339305	1561405342822
REQUEST	8		request_51	1561405342775	1561405342824	OK	 
USER	Search 'Gatling demo'	8	END	1561405336273	1561405342825
USER	Search 'Gatling demo'	74	START	1561405342851	1561405342851
REQUEST	60		Searching for 'gatling demo'	1561405342800	1561405342865	OK	 
REQUEST	61		Searching for 'gatling demo'	1561405342800	1561405342865	OK	 
REQUEST	73		Getting Google Homepage	1561405342748	1561405342890	OK	 
REQUEST	48		request_30	1561405342746	1561405342896	OK	 
REQUEST	73		request_1	1561405342891	1561405342917	OK	 
REQUEST	62		Searching for 'gatling demo'	1561405342858	1561405342925	OK	 
REQUEST	50		request_30	1561405342789	1561405342946	OK	 
REQUEST	49		request_30	1561405342785	1561405342949	OK	 
USER	Search 'Gatling demo'	75	START	1561405342952	1561405342952
REQUEST	74		Getting Google Homepage	1561405342852	1561405342995	OK	 
REQUEST	74		request_1	1561405342996	1561405343020	OK	 
REQUEST	39		request_51	1561405342970	1561405343048	OK	 
USER	Search 'Gatling demo'	39	END	1561405339354	1561405343049
REQUEST	63		Searching for 'gatling demo'	1561405342998	1561405343073	OK	 
REQUEST	68		Getting Google Homepage	1561405342290	1561405343073	OK	 
USER	Search 'Gatling demo'	76	START	1561405343058	1561405343058
REQUEST	68		request_1	1561405343074	1561405343102	OK	 
REQUEST	75		Getting Google Homepage	1561405342954	1561405343102	OK	 
REQUEST	38		request_51	1561405343078	1561405343125	OK	 
USER	Search 'Gatling demo'	38	END	1561405339430	1561405343126
REQUEST	75		request_1	1561405343104	1561405343130	OK	 
USER	Search 'Gatling demo'	77	START	1561405343151	1561405343151
REQUEST	51		request_30	1561405342999	1561405343153	OK	 
REQUEST	64		Searching for 'gatling demo'	1561405343092	1561405343153	OK	 
REQUEST	40		request_51	1561405343119	1561405343172	OK	 
USER	Search 'Gatling demo'	40	END	1561405339455	1561405343173
REQUEST	52		request_30	1561405343014	1561405343179	OK	 
REQUEST	53		request_30	1561405343043	1561405343196	OK	 
REQUEST	76		Getting Google Homepage	1561405343058	1561405343225	OK	 
REQUEST	65		Searching for 'gatling demo'	1561405343176	1561405343240	OK	 
REQUEST	76		request_1	1561405343226	1561405343253	OK	 
USER	Search 'Gatling demo'	78	START	1561405343252	1561405343252
REQUEST	41		request_51	1561405343252	1561405343297	OK	 
REQUEST	77		Getting Google Homepage	1561405343151	1561405343297	OK	 
USER	Search 'Gatling demo'	41	END	1561405339704	1561405343299
REQUEST	43		request_51	1561405343264	1561405343312	OK	 
USER	Search 'Gatling demo'	43	END	1561405339792	1561405343313
REQUEST	77		request_1	1561405343299	1561405343328	OK	 
REQUEST	54		request_30	1561405343181	1561405343329	OK	 
USER	Search 'Gatling demo'	79	START	1561405343348	1561405343348
