RUN	gatling_example.GoogleTest	googletest	1561405761955	 	3.1.2
USER	Search 'Gatling demo'	57	START	1561405769425	1561405769425
REQUEST	23		Getting Google Homepage	1561405769019	1561405769438	OK	 
USER	Search 'Gatling demo'	59	START	1561405769427	1561405769427
USER	Search 'Gatling demo'	58	START	1561405769426	1561405769426
REQUEST	12		Getting Google Homepage	1561405768999	1561405769444	OK	 
USER	Search 'Gatling demo'	61	START	1561405769428	1561405769428
REQUEST	19		Getting Google Homepage	1561405769004	1561405769468	OK	 
REQUEST	6		Getting Google Homepage	1561405768984	1561405769478	OK	 
USER	Search 'Gatling demo'	64	START	1561405769481	1561405769481
USER	Search 'Gatling demo'	65	START	1561405769483	1561405769483
USER	Search 'Gatling demo'	66	START	1561405769484	1561405769484
USER	Search 'Gatling demo'	62	START	1561405769448	1561405769448
USER	Search 'Gatling demo'	67	START	1561405769505	1561405769505
REQUEST	7		request_1	1561405769412	1561405769484	OK	 
USER	Search 'Gatling demo'	68	START	1561405769507	1561405769507
USER	Search 'Gatling demo'	69	START	1561405769508	1561405769508
REQUEST	8		request_1	1561405769415	1561405769493	OK	 
REQUEST	13		request_1	1561405769466	1561405769503	OK	 
REQUEST	10		Getting Google Homepage	1561405768985	1561405769478	OK	 
REQUEST	17		Getting Google Homepage	1561405768994	1561405769447	OK	 
REQUEST	18		Getting Google Homepage	1561405768996	1561405769517	OK	 
REQUEST	25		Getting Google Homepage	1561405769040	1561405769529	OK	 
REQUEST	9		request_1	1561405769424	1561405769543	OK	 
REQUEST	4		request_1	1561405769442	1561405769554	OK	 
REQUEST	2		request_1	1561405769446	1561405769555	OK	 
REQUEST	22		Getting Google Homepage	1561405769002	1561405769558	OK	 
REQUEST	14		request_1	1561405769412	1561405769574	OK	 
USER	Search 'Gatling demo'	70	START	1561405769594	1561405769594
REQUEST	20		request_1	1561405769389	1561405769597	OK	 
REQUEST	12		request_1	1561405769487	1561405769600	OK	 
REQUEST	28		Getting Google Homepage	1561405769074	1561405769602	OK	 
USER	Search 'Gatling demo'	72	START	1561405769619	1561405769619
USER	Search 'Gatling demo'	73	START	1561405769621	1561405769621
REQUEST	16		request_1	1561405769398	1561405769628	OK	 
USER	Search 'Gatling demo'	74	START	1561405769628	1561405769628
USER	Search 'Gatling demo'	75	START	1561405769629	1561405769629
USER	Search 'Gatling demo'	79	START	1561405769634	1561405769634
USER	Search 'Gatling demo'	80	START	1561405769636	1561405769636
USER	Search 'Gatling demo'	81	START	1561405769639	1561405769639
USER	Search 'Gatling demo'	82	START	1561405769640	1561405769640
REQUEST	28		request_1	1561405769606	1561405769643	OK	 
REQUEST	6		request_1	1561405769556	1561405769651	OK	 
REQUEST	22		request_1	1561405769561	1561405769657	OK	 
REQUEST	15		request_1	1561405769436	1561405769673	OK	 
REQUEST	23		request_1	1561405769455	1561405769675	OK	 
REQUEST	11		request_1	1561405769389	1561405769679	OK	 
REQUEST	21		Getting Google Homepage	1561405769001	1561405769680	OK	 
REQUEST	5		Getting Google Homepage	1561405769002	1561405769683	OK	 
USER	Search 'Gatling demo'	83	START	1561405769689	1561405769689
USER	Search 'Gatling demo'	71	START	1561405769616	1561405769616
REQUEST	1		request_1	1561405769441	1561405769705	OK	 
USER	Search 'Gatling demo'	76	START	1561405769631	1561405769631
USER	Search 'Gatling demo'	85	START	1561405769701	1561405769701
REQUEST	30		Getting Google Homepage	1561405769160	1561405769711	OK	 
REQUEST	21		request_1	1561405769681	1561405769716	OK	 
REQUEST	5		request_1	1561405769685	1561405769718	OK	 
USER	Search 'Gatling demo'	78	START	1561405769632	1561405769632
USER	Search 'Gatling demo'	77	START	1561405769632	1561405769632
REQUEST	36		Getting Google Homepage	1561405769189	1561405769741	OK	 
REQUEST	30		request_1	1561405769720	1561405769754	OK	 
REQUEST	38		Getting Google Homepage	1561405769182	1561405769755	OK	 
REQUEST	10		request_1	1561405769516	1561405769760	OK	 
REQUEST	18		request_1	1561405769520	1561405769762	OK	 
REQUEST	26		Getting Google Homepage	1561405769062	1561405769766	OK	 
REQUEST	36		request_1	1561405769745	1561405769772	OK	 
REQUEST	24		request_1	1561405769488	1561405769779	OK	 
REQUEST	3		request_1	1561405769467	1561405769809	OK	 
REQUEST	19		request_1	1561405769578	1561405769812	OK	 
REQUEST	46		Getting Google Homepage	1561405769299	1561405769828	OK	 
REQUEST	32		Getting Google Homepage	1561405769168	1561405769839	OK	 
USER	Search 'Gatling demo'	84	START	1561405769690	1561405769690
REQUEST	38		request_1	1561405769818	1561405769860	OK	 
REQUEST	27		Getting Google Homepage	1561405769062	1561405769872	OK	 
REQUEST	31		Getting Google Homepage	1561405769162	1561405769894	OK	 
REQUEST	17		request_1	1561405769528	1561405769922	OK	 
REQUEST	25		request_1	1561405769537	1561405769924	OK	 
REQUEST	52		Getting Google Homepage	1561405769326	1561405769929	OK	 
REQUEST	32		request_1	1561405769841	1561405769932	OK	 
REQUEST	31		request_1	1561405769898	1561405769935	OK	 
REQUEST	40		Getting Google Homepage	1561405769297	1561405769934	OK	 
USER	Search 'Gatling demo'	86	START	1561405770015	1561405770015
USER	Search 'Gatling demo'	87	START	1561405770016	1561405770016
USER	Search 'Gatling demo'	88	START	1561405770018	1561405770018
USER	Search 'Gatling demo'	89	START	1561405770020	1561405770020
USER	Search 'Gatling demo'	90	START	1561405770022	1561405770022
USER	Search 'Gatling demo'	91	START	1561405770023	1561405770023
USER	Search 'Gatling demo'	92	START	1561405770024	1561405770024
USER	Search 'Gatling demo'	94	START	1561405770026	1561405770026
USER	Search 'Gatling demo'	95	START	1561405770028	1561405770028
USER	Search 'Gatling demo'	96	START	1561405770029	1561405770029
USER	Search 'Gatling demo'	97	START	1561405770030	1561405770030
USER	Search 'Gatling demo'	98	START	1561405770031	1561405770031
USER	Search 'Gatling demo'	99	START	1561405770032	1561405770032
USER	Search 'Gatling demo'	100	START	1561405770035	1561405770035
USER	Search 'Gatling demo'	101	START	1561405770037	1561405770037
USER	Search 'Gatling demo'	102	START	1561405770038	1561405770038
USER	Search 'Gatling demo'	103	START	1561405770039	1561405770039
USER	Search 'Gatling demo'	104	START	1561405770041	1561405770041
USER	Search 'Gatling demo'	105	START	1561405770042	1561405770042
USER	Search 'Gatling demo'	106	START	1561405770043	1561405770043
USER	Search 'Gatling demo'	107	START	1561405770044	1561405770044
USER	Search 'Gatling demo'	108	START	1561405770045	1561405770045
USER	Search 'Gatling demo'	109	START	1561405770046	1561405770046
USER	Search 'Gatling demo'	110	START	1561405770046	1561405770046
USER	Search 'Gatling demo'	111	START	1561405770047	1561405770047
USER	Search 'Gatling demo'	112	START	1561405770048	1561405770048
USER	Search 'Gatling demo'	113	START	1561405770048	1561405770048
REQUEST	27		request_1	1561405769875	1561405770052	OK	 
USER	Search 'Gatling demo'	114	START	1561405770060	1561405770060
USER	Search 'Gatling demo'	115	START	1561405770061	1561405770061
USER	Search 'Gatling demo'	116	START	1561405770062	1561405770062
USER	Search 'Gatling demo'	117	START	1561405770063	1561405770063
USER	Search 'Gatling demo'	118	START	1561405770064	1561405770064
USER	Search 'Gatling demo'	119	START	1561405770065	1561405770065
USER	Search 'Gatling demo'	120	START	1561405770065	1561405770065
USER	Search 'Gatling demo'	121	START	1561405770066	1561405770066
USER	Search 'Gatling demo'	122	START	1561405770067	1561405770067
USER	Search 'Gatling demo'	123	START	1561405770068	1561405770068
USER	Search 'Gatling demo'	124	START	1561405770070	1561405770070
USER	Search 'Gatling demo'	125	START	1561405770072	1561405770072
USER	Search 'Gatling demo'	126	START	1561405770073	1561405770073
USER	Search 'Gatling demo'	127	START	1561405770075	1561405770075
USER	Search 'Gatling demo'	128	START	1561405770076	1561405770076
USER	Search 'Gatling demo'	129	START	1561405770078	1561405770078
USER	Search 'Gatling demo'	130	START	1561405770079	1561405770079
USER	Search 'Gatling demo'	131	START	1561405770081	1561405770081
REQUEST	48		Getting Google Homepage	1561405769301	1561405770087	OK	 
REQUEST	35		Getting Google Homepage	1561405769179	1561405770089	OK	 
REQUEST	39		Getting Google Homepage	1561405769295	1561405770100	OK	 
REQUEST	40		request_1	1561405769940	1561405770103	OK	 
REQUEST	47		Getting Google Homepage	1561405769300	1561405770106	OK	 
USER	Search 'Gatling demo'	93	START	1561405770026	1561405770026
REQUEST	55		Getting Google Homepage	1561405769368	1561405770109	OK	 
REQUEST	44		Getting Google Homepage	1561405769297	1561405770117	OK	 
REQUEST	52		request_1	1561405769942	1561405770124	OK	 
REQUEST	60		Getting Google Homepage	1561405769428	1561405770126	OK	 
REQUEST	39		request_1	1561405770103	1561405770133	OK	 
REQUEST	33		Getting Google Homepage	1561405769175	1561405770137	OK	 
REQUEST	47		request_1	1561405770108	1561405770139	OK	 
REQUEST	46		request_1	1561405769831	1561405770146	OK	 
REQUEST	54		Getting Google Homepage	1561405769336	1561405770147	OK	 
REQUEST	62		Getting Google Homepage	1561405769479	1561405770151	OK	 
REQUEST	70		Getting Google Homepage	1561405769596	1561405770157	OK	 
REQUEST	54		request_1	1561405770150	1561405770241	OK	 
REQUEST	62		request_1	1561405770155	1561405770243	OK	 
REQUEST	48		request_1	1561405770090	1561405770260	OK	 
REQUEST	56		Getting Google Homepage	1561405769425	1561405770263	OK	 
REQUEST	26		request_1	1561405769769	1561405770268	OK	 
REQUEST	64		Getting Google Homepage	1561405769482	1561405770272	OK	 
REQUEST	72		Getting Google Homepage	1561405769621	1561405770276	OK	 
REQUEST	68		Getting Google Homepage	1561405769508	1561405770279	OK	 
REQUEST	70		request_1	1561405770234	1561405770261	OK	 
REQUEST	29		Getting Google Homepage	1561405769160	1561405770305	OK	 
REQUEST	55		request_1	1561405770111	1561405770323	OK	 
REQUEST	63		Getting Google Homepage	1561405769450	1561405770324	OK	 
USER	Search 'Gatling demo'	132	START	1561405770323	1561405770323
USER	Search 'Gatling demo'	133	START	1561405770325	1561405770325
REQUEST	37		Getting Google Homepage	1561405769184	1561405770330	OK	 
REQUEST	45		Getting Google Homepage	1561405769297	1561405770336	OK	 
USER	Search 'Gatling demo'	134	START	1561405770327	1561405770327
REQUEST	79		Getting Google Homepage	1561405769635	1561405770337	OK	 
USER	Search 'Gatling demo'	135	START	1561405770338	1561405770338
USER	Search 'Gatling demo'	136	START	1561405770341	1561405770341
USER	Search 'Gatling demo'	137	START	1561405770343	1561405770343
USER	Search 'Gatling demo'	138	START	1561405770344	1561405770344
USER	Search 'Gatling demo'	139	START	1561405770346	1561405770346
REQUEST	29		request_1	1561405770308	1561405770360	OK	 
REQUEST	53		Getting Google Homepage	1561405769326	1561405770362	OK	 
REQUEST	63		request_1	1561405770331	1561405770394	OK	 
REQUEST	61		Getting Google Homepage	1561405769463	1561405770395	OK	 
USER	Search 'Gatling demo'	140	START	1561405770403	1561405770403
USER	Search 'Gatling demo'	141	START	1561405770407	1561405770407
USER	Search 'Gatling demo'	143	START	1561405770409	1561405770409
USER	Search 'Gatling demo'	144	START	1561405770410	1561405770410
USER	Search 'Gatling demo'	145	START	1561405770412	1561405770412
USER	Search 'Gatling demo'	146	START	1561405770413	1561405770413
REQUEST	37		request_1	1561405770332	1561405770448	OK	 
REQUEST	45		request_1	1561405770355	1561405770449	OK	 
REQUEST	53		request_1	1561405770388	1561405770454	OK	 
REQUEST	61		request_1	1561405770406	1561405770456	OK	 
REQUEST	69		Getting Google Homepage	1561405769509	1561405770459	OK	 
REQUEST	79		request_1	1561405770349	1561405770395	OK	 
REQUEST	44		request_1	1561405770119	1561405770511	OK	 
REQUEST	34		Getting Google Homepage	1561405769178	1561405770512	OK	 
USER	Search 'Gatling demo'	142	START	1561405770409	1561405770409
REQUEST	85		Getting Google Homepage	1561405769707	1561405770516	OK	 
REQUEST	80		Getting Google Homepage	1561405769639	1561405770506	OK	 
REQUEST	71		Getting Google Homepage	1561405769695	1561405770540	OK	 
REQUEST	60		request_1	1561405770276	1561405770543	OK	 
REQUEST	68		request_1	1561405770507	1561405770551	OK	 
USER	Search 'Gatling demo'	148	START	1561405770562	1561405770562
REQUEST	35		request_1	1561405770255	1561405770563	OK	 
USER	Search 'Gatling demo'	150	START	1561405770564	1561405770564
REQUEST	43		Getting Google Homepage	1561405769299	1561405770566	OK	 
USER	Search 'Gatling demo'	152	START	1561405770566	1561405770566
USER	Search 'Gatling demo'	153	START	1561405770567	1561405770567
USER	Search 'Gatling demo'	154	START	1561405770567	1561405770567
USER	Search 'Gatling demo'	155	START	1561405770568	1561405770568
USER	Search 'Gatling demo'	157	START	1561405770570	1561405770570
USER	Search 'Gatling demo'	158	START	1561405770570	1561405770570
USER	Search 'Gatling demo'	159	START	1561405770571	1561405770571
USER	Search 'Gatling demo'	161	START	1561405770571	1561405770571
USER	Search 'Gatling demo'	160	START	1561405770571	1561405770571
USER	Search 'Gatling demo'	147	START	1561405770557	1561405770557
REQUEST	87		Getting Google Homepage	1561405770018	1561405770573	OK	 
REQUEST	33		request_1	1561405770140	1561405770580	OK	 
REQUEST	41		Getting Google Homepage	1561405769298	1561405770581	OK	 
REQUEST	49		Getting Google Homepage	1561405769299	1561405770585	OK	 
REQUEST	57		Getting Google Homepage	1561405769451	1561405770588	OK	 
REQUEST	65		Getting Google Homepage	1561405769484	1561405770591	OK	 
REQUEST	41		request_1	1561405770584	1561405770610	OK	 
USER	Search 'Gatling demo'	149	START	1561405770563	1561405770563
REQUEST	49		request_1	1561405770587	1561405770616	OK	 
REQUEST	57		request_1	1561405770590	1561405770620	OK	 
REQUEST	65		request_1	1561405770594	1561405770621	OK	 
USER	Search 'Gatling demo'	165	START	1561405770632	1561405770632
USER	Search 'Gatling demo'	166	START	1561405770634	1561405770634
USER	Search 'Gatling demo'	167	START	1561405770635	1561405770635
USER	Search 'Gatling demo'	168	START	1561405770636	1561405770636
USER	Search 'Gatling demo'	169	START	1561405770637	1561405770637
USER	Search 'Gatling demo'	170	START	1561405770639	1561405770639
USER	Search 'Gatling demo'	151	START	1561405770565	1561405770565
USER	Search 'Gatling demo'	156	START	1561405770569	1561405770569
REQUEST	69		request_1	1561405770515	1561405770648	OK	 
REQUEST	85		request_1	1561405770577	1561405770650	OK	 
REQUEST	51		Getting Google Homepage	1561405769309	1561405770666	OK	 
USER	Search 'Gatling demo'	164	START	1561405770573	1561405770573
REQUEST	59		Getting Google Homepage	1561405769453	1561405770669	OK	 
REQUEST	77		Getting Google Homepage	1561405769713	1561405770652	OK	 
REQUEST	78		Getting Google Homepage	1561405769718	1561405770628	OK	 
USER	Search 'Gatling demo'	163	START	1561405770572	1561405770572
USER	Search 'Gatling demo'	162	START	1561405770572	1561405770572
USER	Search 'Gatling demo'	174	START	1561405770738	1561405770738
USER	Search 'Gatling demo'	175	START	1561405770740	1561405770740
USER	Search 'Gatling demo'	176	START	1561405770742	1561405770742
USER	Search 'Gatling demo'	177	START	1561405770743	1561405770743
USER	Search 'Gatling demo'	178	START	1561405770746	1561405770746
USER	Search 'Gatling demo'	179	START	1561405770751	1561405770751
USER	Search 'Gatling demo'	180	START	1561405770754	1561405770754
REQUEST	56		request_1	1561405770265	1561405770776	OK	 
REQUEST	64		request_1	1561405770275	1561405770779	OK	 
REQUEST	72		request_1	1561405770282	1561405770780	OK	 
REQUEST	80		request_1	1561405770630	1561405770782	OK	 
USER	Search 'Gatling demo'	181	START	1561405770790	1561405770790
USER	Search 'Gatling demo'	182	START	1561405770791	1561405770791
USER	Search 'Gatling demo'	183	START	1561405770792	1561405770792
USER	Search 'Gatling demo'	184	START	1561405770793	1561405770793
USER	Search 'Gatling demo'	185	START	1561405770796	1561405770796
USER	Search 'Gatling demo'	186	START	1561405770810	1561405770810
REQUEST	76		Getting Google Homepage	1561405769706	1561405770731	OK	 
USER	Search 'Gatling demo'	188	START	1561405770812	1561405770812
REQUEST	73		Getting Google Homepage	1561405769628	1561405770737	OK	 
REQUEST	81		Getting Google Homepage	1561405769640	1561405770828	OK	 
USER	Search 'Gatling demo'	190	START	1561405770833	1561405770833
REQUEST	67		Getting Google Homepage	1561405769506	1561405770812	OK	 
USER	Search 'Gatling demo'	171	START	1561405770673	1561405770673
USER	Search 'Gatling demo'	189	START	1561405770832	1561405770832
USER	Search 'Gatling demo'	172	START	1561405770673	1561405770673
USER	Search 'Gatling demo'	173	START	1561405770674	1561405770674
USER	Search 'Gatling demo'	192	START	1561405770851	1561405770851
REQUEST	71		request_1	1561405770554	1561405770860	OK	 
REQUEST	95		Getting Google Homepage	1561405770029	1561405770861	OK	 
USER	Search 'Gatling demo'	194	START	1561405770879	1561405770879
USER	Search 'Gatling demo'	187	START	1561405770812	1561405770812
REQUEST	34		request_1	1561405770537	1561405770910	OK	 
REQUEST	42		Getting Google Homepage	1561405769296	1561405770911	OK	 
REQUEST	50		Getting Google Homepage	1561405769302	1561405770916	OK	 
REQUEST	58		Getting Google Homepage	1561405769441	1561405770930	OK	 
USER	Search 'Gatling demo'	193	START	1561405770861	1561405770861
REQUEST	103		Getting Google Homepage	1561405770040	1561405770958	OK	 
USER	Search 'Gatling demo'	196	START	1561405770961	1561405770961
USER	Search 'Gatling demo'	197	START	1561405770962	1561405770962
USER	Search 'Gatling demo'	198	START	1561405770963	1561405770963
USER	Search 'Gatling demo'	199	START	1561405770964	1561405770964
USER	Search 'Gatling demo'	200	START	1561405770965	1561405770965
USER	Search 'Gatling demo'	201	START	1561405770966	1561405770966
USER	Search 'Gatling demo'	202	START	1561405770966	1561405770966
USER	Search 'Gatling demo'	203	START	1561405770967	1561405770967
USER	Search 'Gatling demo'	195	START	1561405770961	1561405770961
REQUEST	77		request_1	1561405770881	1561405770961	OK	 
USER	Search 'Gatling demo'	204	START	1561405770972	1561405770972
REQUEST	73		request_1	1561405770827	1561405770973	OK	 
REQUEST	81		request_1	1561405770835	1561405770974	OK	 
USER	Search 'Gatling demo'	191	START	1561405770851	1561405770851
USER	Search 'Gatling demo'	205	START	1561405771003	1561405771003
USER	Search 'Gatling demo'	206	START	1561405771005	1561405771005
REQUEST	76		request_1	1561405770815	1561405771006	OK	 
REQUEST	101		Getting Google Homepage	1561405770038	1561405770998	OK	 
REQUEST	89		Getting Google Homepage	1561405770021	1561405771029	OK	 
REQUEST	97		Getting Google Homepage	1561405770031	1561405771036	OK	 
REQUEST	111		Getting Google Homepage	1561405770048	1561405771027	OK	 
REQUEST	43		request_1	1561405770665	1561405771040	OK	 
REQUEST	51		request_1	1561405770668	1561405771041	OK	 
REQUEST	119		Getting Google Homepage	1561405770065	1561405771042	OK	 
USER	Search 'Gatling demo'	207	START	1561405771044	1561405771044
USER	Search 'Gatling demo'	208	START	1561405771045	1561405771045
USER	Search 'Gatling demo'	209	START	1561405771045	1561405771045
REQUEST	84		Getting Google Homepage	1561405769850	1561405771007	OK	 
REQUEST	109		Getting Google Homepage	1561405770046	1561405771049	OK	 
REQUEST	117		Getting Google Homepage	1561405770063	1561405771052	OK	 
USER	Search 'Gatling demo'	211	START	1561405771061	1561405771061
USER	Search 'Gatling demo'	212	START	1561405771062	1561405771062
USER	Search 'Gatling demo'	213	START	1561405771063	1561405771063
USER	Search 'Gatling demo'	214	START	1561405771096	1561405771096
USER	Search 'Gatling demo'	215	START	1561405771096	1561405771096
USER	Search 'Gatling demo'	232	START	1561405771097	1561405771097
USER	Search 'Gatling demo'	216	START	1561405771098	1561405771098
REQUEST	2		Searching for 'gatling demo'	1561405770738	1561405771057	OK	 
REQUEST	42		request_1	1561405770913	1561405771104	OK	 
REQUEST	59		request_1	1561405770810	1561405771104	OK	 
REQUEST	67		request_1	1561405770906	1561405771105	OK	 
USER	Search 'Gatling demo'	233	START	1561405771099	1561405771099
REQUEST	127		Getting Google Homepage	1561405770076	1561405771107	OK	 
USER	Search 'Gatling demo'	210	START	1561405771045	1561405771045
REQUEST	75		Getting Google Homepage	1561405769634	1561405771108	OK	 
REQUEST	125		Getting Google Homepage	1561405770073	1561405771123	OK	 
REQUEST	93		Getting Google Homepage	1561405770106	1561405771126	OK	 
USER	Search 'Gatling demo'	218	START	1561405771133	1561405771133
USER	Search 'Gatling demo'	235	START	1561405771134	1561405771134
USER	Search 'Gatling demo'	219	START	1561405771135	1561405771135
REQUEST	4		Searching for 'gatling demo'	1561405770782	1561405771139	OK	 
USER	Search 'Gatling demo'	217	START	1561405771101	1561405771101
REQUEST	8		Searching for 'gatling demo'	1561405770807	1561405771131	OK	 
REQUEST	16		Searching for 'gatling demo'	1561405770837	1561405771143	OK	 
REQUEST	88		Getting Google Homepage	1561405770019	1561405771145	OK	 
REQUEST	96		Getting Google Homepage	1561405770030	1561405771147	OK	 
REQUEST	20		Searching for 'gatling demo'	1561405770801	1561405771155	OK	 
USER	Search 'Gatling demo'	234	START	1561405771102	1561405771102
REQUEST	14		Searching for 'gatling demo'	1561405770734	1561405771161	OK	 
REQUEST	50		request_1	1561405770920	1561405771167	OK	 
REQUEST	58		request_1	1561405770931	1561405771169	OK	 
REQUEST	66		Getting Google Homepage	1561405769486	1561405771170	OK	 
REQUEST	22		Searching for 'gatling demo'	1561405770738	1561405771165	OK	 
REQUEST	83		Getting Google Homepage	1561405769690	1561405771176	OK	 
REQUEST	12		Searching for 'gatling demo'	1561405770861	1561405771187	OK	 
REQUEST	89		request_1	1561405771034	1561405771189	OK	 
REQUEST	97		request_1	1561405771038	1561405771192	OK	 
REQUEST	105		Getting Google Homepage	1561405770043	1561405771196	OK	 
REQUEST	78		request_1	1561405770887	1561405771196	OK	 
REQUEST	113		Getting Google Homepage	1561405770049	1561405771199	OK	 
REQUEST	121		Getting Google Homepage	1561405770067	1561405771202	OK	 
REQUEST	129		Getting Google Homepage	1561405770079	1561405771208	OK	 
REQUEST	137		Getting Google Homepage	1561405770344	1561405771213	OK	 
REQUEST	74		Getting Google Homepage	1561405769629	1561405771217	OK	 
REQUEST	88		request_1	1561405771146	1561405771221	OK	 
REQUEST	87		request_1	1561405770647	1561405771227	OK	 
USER	Search 'Gatling demo'	236	START	1561405771136	1561405771136
REQUEST	101		request_1	1561405771047	1561405771236	OK	 
REQUEST	28		Searching for 'gatling demo'	1561405770728	1561405771236	OK	 
REQUEST	109		request_1	1561405771050	1561405771239	OK	 
REQUEST	145		Getting Google Homepage	1561405770413	1561405771240	OK	 
REQUEST	153		Getting Google Homepage	1561405770568	1561405771243	OK	 
REQUEST	96		request_1	1561405771151	1561405771244	OK	 
REQUEST	95		request_1	1561405770957	1561405771245	OK	 
REQUEST	104		Getting Google Homepage	1561405770042	1561405771246	OK	 
REQUEST	66		request_1	1561405771181	1561405771252	OK	 
REQUEST	74		request_1	1561405771220	1561405771254	OK	 
REQUEST	117		request_1	1561405771054	1561405771265	OK	 
REQUEST	125		request_1	1561405771125	1561405771266	OK	 
REQUEST	93		request_1	1561405771128	1561405771268	OK	 
REQUEST	82		Getting Google Homepage	1561405769641	1561405771271	OK	 
REQUEST	133		Getting Google Homepage	1561405770326	1561405771269	OK	 
REQUEST	86		Getting Google Homepage	1561405770016	1561405771282	OK	 
REQUEST	98		Getting Google Homepage	1561405770032	1561405771274	OK	 
REQUEST	103		request_1	1561405771012	1561405771286	OK	 
REQUEST	112		Getting Google Homepage	1561405770048	1561405771288	OK	 
