RUN	gatling_example.GoogleTest	googletest	1561446755189	 	3.1.2
USER	Search 'Gatling demo'	1	START	1561446763194	1561446763194
USER	Search 'Gatling demo'	2	START	1561446765199	1561446765199
USER	Search 'Gatling demo'	3	START	1561446767203	1561446767203
USER	Search 'Gatling demo'	4	START	1561446769191	1561446769191
USER	Search 'Gatling demo'	5	START	1561446771213	1561446771213
REQUEST	3		Getting Google Homepage	1561446767205	1561446774581	OK	 
REQUEST	2		Getting Google Homepage	1561446765200	1561446774581	OK	 
REQUEST	4		Getting Google Homepage	1561446769194	1561446774581	OK	 
REQUEST	1		Getting Google Homepage	1561446763233	1561446774596	OK	 
REQUEST	5		Getting Google Homepage	1561446771214	1561446774594	OK	 
REQUEST	4		request_1	1561446774669	1561446774705	OK	 
REQUEST	3		request_1	1561446774668	1561446774704	OK	 
REQUEST	1		request_1	1561446774667	1561446774704	OK	 
REQUEST	2		request_1	1561446774669	1561446774704	OK	 
REQUEST	5		request_1	1561446774668	1561446774704	OK	 
REQUEST	4		Searching for 'gatling demo'	1561446775742	1561446775851	OK	 
REQUEST	5		Searching for 'gatling demo'	1561446775740	1561446775850	OK	 
REQUEST	2		Searching for 'gatling demo'	1561446775741	1561446775850	OK	 
REQUEST	3		Searching for 'gatling demo'	1561446775740	1561446775859	OK	 
REQUEST	1		Searching for 'gatling demo'	1561446775741	1561446775858	OK	 
REQUEST	1		request_30	1561446776875	1561446777086	OK	 
REQUEST	5		request_30	1561446776860	1561446777097	OK	 
REQUEST	4		request_30	1561446776869	1561446777112	OK	 
REQUEST	2		request_30	1561446776871	1561446777112	OK	 
REQUEST	3		request_30	1561446776877	1561446777114	OK	 
REQUEST	1		request_51	1561446778093	1561446778143	OK	 
REQUEST	5		request_51	1561446778103	1561446778152	OK	 
REQUEST	3		request_51	1561446778106	1561446778154	OK	 
USER	Search 'Gatling demo'	5	END	1561446771213	1561446778156
USER	Search 'Gatling demo'	3	END	1561446767203	1561446778156
REQUEST	4		request_51	1561446778121	1561446778167	OK	 
USER	Search 'Gatling demo'	1	END	1561446763194	1561446778169
USER	Search 'Gatling demo'	4	END	1561446769191	1561446778170
REQUEST	2		request_51	1561446778126	1561446778178	OK	 
USER	Search 'Gatling demo'	2	END	1561446765199	1561446778199
